Text,Image,Folio
urn:cts:greekLit:tlg5026.msAim.hmt:12.D1,"urn:cite:hmt:vaimg.VA156RN-0327@0.5706,0.2089,0.0601,0.0218",urn:cite:hmt:msA.156r
urn:cts:greekLit:tlg5026.msAim.hmt:12.D2,"urn:cite:hmt:vaimg.VA156RN-0327@0.5616,0.2292,0.0731,0.0218",urn:cite:hmt:msA.156r
urn:cts:greekLit:tlg5026.msAim.hmt:12.D3,"urn:cite:hmt:vaimg.VA156RN-0327@0.5806,0.2682,0.0731,0.0293",urn:cite:hmt:msA.156r
urn:cts:greekLit:tlg5026.msAim.hmt:12.D4,"urn:cite:hmt:vaimg.VA156RN-0327@0.5856,0.3734,0.0801,0.0225",urn:cite:hmt:msA.156r
urn:cts:greekLit:tlg5026.msAim.hmt:12.D5,"urn:cite:hmt:vaimg.VA156RN-0327@0.5736,0.4102,0.0531,0.0173",urn:cite:hmt:msA.156r

